web-scraper-order,web-scraper-start-url,datetime,meeting-type,agenda,agenda-href,agenda-packet,agenda-packet-href,summary,summary-href,minutes,minutes-href
"1558406890-637","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Nov 15, 2017 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1631&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1631&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1363&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1363&Inline=True"
"1558406890-472","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 15, 2016 4:00 PM","Water Services Joint Operating Board - Regular","null","","null","","null","","null",""
"1558406890-816","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 11, 2019 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1784&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1784&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1522&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1522&Inline=True"
"1558406890-526","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 7, 2016 4:00 PM","Brownfield Redevelopment Authority - Regular Meeting","null","","null","","null","","null",""
"1558406890-880","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 29, 2019 9:00 AM","Cemetery Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-589","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 28, 2017 12:00 PM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1573&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1573&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1324&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1324&Inline=True"
"1558406890-303","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 22, 2014 12:00 PM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1150&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1150&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1093&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1093&Inline=True"
"1558406890-336","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 5, 2015 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-856","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 26, 2019","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-709","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 20, 2018 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1690&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1690&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1440&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1440&Inline=True"
"1558406890-437","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 18, 2016 8:30 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1382&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1382&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-384","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 19, 2015 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1287&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1287&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1158&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1158&Inline=True"
"1558406890-575","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 22, 2017 6:00 PM","City Commission - Regular Meeting","null","","null","","null","","null",""
"1558406890-512","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 17, 2016 6:00 PM","City Commission - Study Session","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1489&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1489&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1258&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1258&Inline=True"
"1558406890-362","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 27, 2015 8:00 AM","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-284","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jul 30, 2014 12:00 PM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1120&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1120&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1075&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1075&Inline=True"
"1558406890-360","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 21, 2015 8:30 AM","Downtown Development Authority - Regular","null","","null","","null","","null",""
"1558406890-834","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 25, 2019 9:00 AM","Cemetery Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1801&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1801&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-566","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 27, 2017 9:00 AM","Cemetery Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1550&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1550&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-450","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 28, 2016 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1405&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1405&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1207&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1207&Inline=True"
"1558406890-313","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 8, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1170&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1170&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1097&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1097&Inline=True"
"1558406890-236","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Nov 11, 2013 7:45 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1025&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1025&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1021&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1021&Inline=True"
"1558406890-587","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 22, 2017 5:00 PM","Property Maintenance Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-265","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 30, 2014 12:00 PM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1071&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1071&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1089&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1089&Inline=True"
"1558406890-654","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 17, 2018 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1642&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1642&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1380&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1380&Inline=True"
"1558406890-583","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 15, 2017 8:30 AM","Downtown Development Authority - Regular","null","","null","","null","","null",""
"1558406890-368","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 22, 2015 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1256&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1256&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1141&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1141&Inline=True"
"1558406890-917","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 19, 2019 4:30 PM","Zoning Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-568","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 3, 2017 11:30 AM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1561&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1561&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1308&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1308&Inline=True"
"1558406890-802","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 6, 2019 5:30 PM","Downtown Planning Steering Committee - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1773&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1773&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-307","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Nov 10, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1156&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1156&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1092&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1092&Inline=True"
"1558406890-425","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 7, 2016 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1356&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1356&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1186&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1186&Inline=True"
"1558406890-824","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 9, 2019 9:00 AM","Election Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1787&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1787&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-525","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 1, 2016 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1500&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1500&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1273&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1273&Inline=True"
"1558406890-401","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 15, 2015 8:30 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1328&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1328&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1178&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1178&Inline=True"
"1558406890-738","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 23, 2018 5:00 PM","Property Maintenance Board of Appeals - Regular Meeting","null","","null","","null","","null",""
"1558406890-290","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 28, 2014 9:00 AM","Cemetery Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1194&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1194&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1111&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1111&Inline=True"
"1558406890-905","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Nov 11, 2019 7:30 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-730","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 1, 2018 4:00 PM","Brownfield Redevelopment Authority - Regular Meeting","null","","null","","null","","null",""
"1558406890-729","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jul 27, 2018","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1713&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1713&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-804","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 7, 2019 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1772&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1772&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1514&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1514&Inline=True"
"1558406890-716","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 28, 2018 5:00 PM","Construction Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-891","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 2, 2019 5:30 PM","Downtown Planning Steering Committee - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-668","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 26, 2018 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1653&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1653&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1388&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1388&Inline=True"
"1558406890-728","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jul 25, 2018 5:00 PM","Property Maintenance Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1702&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1702&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1475&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1475&Inline=True"
"1558406890-582","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 12, 2017 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1580&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1580&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1317&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1317&Inline=True"
"1558406890-620","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 4, 2017 9:00 AM","Election Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1618&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1618&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1350&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1350&Inline=True"
