web-scraper-order,web-scraper-start-url,datetime,meeting-type,agenda,agenda-href,agenda-packet,agenda-packet-href,summary,summary-href,minutes,minutes-href
"1558406890-524","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Nov 28, 2016 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1511&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1511&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1269&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1269&Inline=True"
"1558406890-248","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 16, 2014 8:30 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1037&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1037&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1034&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1034&Inline=True"
"1558406890-489","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 4, 2016 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1456&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1456&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1244&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1244&Inline=True"
"1558406890-257","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 19, 2014 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1053&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1053&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1045&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1045&Inline=True"
"1558406890-252","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 20, 2014 8:30 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1041&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1041&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1036&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1036&Inline=True"
"1558406890-840","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 8, 2019 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-916","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 12, 2019 8:00 AM","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-453","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 11, 2016 8:30 AM","Election Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1410&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1410&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1212&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1212&Inline=True"
"1558406890-744","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Sep 5, 2018 5:30 PM","Downtown Planning Steering Committee - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1719&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1719&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1461&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1461&Inline=True"
"1558406890-477","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 29, 2016 10:00 AM","Election Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1412&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1412&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1235&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1235&Inline=True"
"1558406890-724","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jul 19, 2018 4:30 PM","Zoning Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1700&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1700&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1449&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1449&Inline=True"
"1558406890-515","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 20, 2016 4:30 PM","Zoning Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1487&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1487&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1274&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1274&Inline=True"
"1558406890-667","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 22, 2018 9:00 AM","Cemetery Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-380","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jul 29, 2015 8:00 AM","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-827","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 11, 2019 8:00 AM","Downtown Development Authority - Regular","null","","null","","null","","null",""
"1558406890-657","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 18, 2018 4:30 PM","Zoning Board of Appeals - Regular Meeting","null","","null","","null","","null",""
"1558406890-660","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 7, 2018 4:00 PM","Brownfield Redevelopment Authority - Regular Meeting","null","","null","","null","","null",""
"1558406890-748","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Sep 13, 2018","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-847","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 5, 2019 4:00 PM","Brownfield Redevelopment Authority - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-701","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 24, 2018 5:00 PM","Property Maintenance Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1681&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1681&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1431&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1431&Inline=True"
"1558406890-819","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 21, 2019 4:30 PM","Zoning Board of Appeals - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1527&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1527&Inline=True"
"1558406890-264","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 28, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1068&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1068&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1049&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1049&Inline=True"
"1558406890-793","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 10, 2019 8:00 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1765&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1765&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1501&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1501&Inline=True"
"1558406890-423","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 28, 2015 6:00 PM","City Commission - Regular Meeting","null","","null","","null","","null",""
"1558406890-402","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 15, 2015 5:30 PM","City Commission - Study Session","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1327&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1327&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1167&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1167&Inline=True"
"1558406890-245","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 9, 2014 6:00 PM","City Commission - Study Session","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1032&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1032&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1028&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1028&Inline=True"
"1558406890-455","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 14, 2016 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1407&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1407&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1215&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1215&Inline=True"
"1558406890-890","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 2, 2019 4:00 PM","Brownfield Redevelopment Authority - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-304","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 23, 2014 9:00 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1151&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1151&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-339","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Mar 18, 2015 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-228","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Sep 23, 2013 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1011&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1011&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1010&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1010&Inline=True"
"1558406890-322","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 15, 2015 8:30 AM","Downtown Development Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileView.aspx?Type=14&ID=1181","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileView.aspx?Type=1&ID=1181","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-622","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 5, 2017 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1617&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1617&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1355&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1355&Inline=True"
"1558406890-386","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 24, 2015 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1291&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1291&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1157&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1157&Inline=True"
"1558406890-246","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jan 13, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1034&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1034&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1031&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1031&Inline=True"
"1558406890-305","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 27, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1153&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1153&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1090&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1090&Inline=True"
"1558406890-828","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Apr 11, 2019 8:00 AM","Parks Advisory Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1790&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1790&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1539&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1539&Inline=True"
"1558406890-274","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Jun 19, 2014 8:30 AM","Downtown Development Authority - Regular","null","","null","","null","","null",""
"1558406890-761","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Oct 8, 2018 7:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1733&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1733&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1473&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1473&Inline=True"
"1558406890-645","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Dec 7, 2017 4:30 PM","Planning Commission - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1635&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1635&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1371&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1371&Inline=True"
"1558406890-266","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","May 12, 2014 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1073&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1073&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1052&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1052&Inline=True"
"1558406890-397","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Sep 30, 2015 11:30 AM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1315&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1315&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1170&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1170&Inline=True"
"1558406890-875","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Aug 14, 2019 4:00 PM","Water Services Joint Operating Board - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Summary","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Minutes","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999"
"1558406890-506","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Sep 28, 2016 11:00 AM","Recreational Harbor Authority - Regular","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1481&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1481&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1254&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1254&Inline=True"
"1558406890-805","http://stjosephcitymi.iqm2.com/Citizens/calendar.aspx?From=1%2f1%2f1900&To=12%2f31%2f9999","Feb 11, 2019 6:00 PM","City Commission - Regular Meeting","Agenda","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1775&Inline=True","Agenda Packet","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1775&Inline=True","Summary","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1510&Inline=True","Minutes","http://stjosephcitymi.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1510&Inline=True"
